4456 (4.78%) sock-shop 100.0 200.0 100.0 100.0 100.0 300.0 100.0 300.0 100.0 100.0 100.0 300.0 100.0 300.0 100.0 100.0
20110 (0.91%) sock-shop 69.78950500488281 125.00482940673828 62.61430358886719 62.40082931518555 200.57366943359375 381.0447692871094 174.74896240234375 346.60498046875 60.404571533203125 126.91561889648438 103.30366516113281 57.742733001708984 71.27108764648438 312.2948303222656 57.29424285888672 287.9914245605469
37128 (0.46%) sock-shop 22.522048950195312 143.3408203125 108.6436996459961 163.91845703125 282.4763488769531 242.33438110351562 32.38593292236328 95.18282318115234 70.98291015625 187.622802734375 62.00692367553711 547.8997802734375 84.27046203613281 282.89947509765625 136.711669921875 36.801475524902344
2121 (5.52%) sock-shop 93.18900299072266 975.8229370117188 25.011333465576172 32.421241760253906 25.0 314.47906494140625 28.8358154296875 50.0 195.2109832763672 50.49940872192383 28.528518676757812 182.02145385742188 379.2243347167969 50.023162841796875 25.0 44.73276901245117
2317 (6.26%) sock-shop 153.700439453125 168.85418701171875 29.048397064208984 75.30438232421875 29.249488830566406 182.15118408203125 58.44529342651367 212.48602294921875 61.080753326416016 187.3748779296875 175.331298828125 101.03895568847656 207.1685333251953 340.51690673828125 85.97579956054688 432.27349853515625
19453 (88.03%) sock-shop 16.653247833251953 121.10736846923828 124.66232299804688 31.63442039489746 115.77845764160156 95.39997100830078 75.3145751953125 171.6666717529297 28.269481658935547 197.361572265625 281.0245361328125 488.3836669921875 25.72787094116211 101.04582977294922 132.56951904296875 493.4004821777344
2358 (7.76%) sock-shop 226.38792419433594 97.38232421875 92.13972473144531 134.68844604492188 122.67321014404297 338.5848693847656 50.93563461303711 144.98233032226562 91.61073303222656 94.84245300292969 136.81735229492188 253.2981719970703 49.367916107177734 507.0262451171875 30.067516326904297 129.19517517089844
7064 (1.94%) sock-shop 71.31019592285156 295.75048828125 70.05973815917969 117.18373107910156 67.31719970703125 160.97213745117188 243.43482971191406 376.28216552734375 64.01907348632812 105.54270935058594 28.446636199951172 157.66629028320312 80.82730102539062 306.72027587890625 174.5850067138672 179.88223266601562
3078 (9.13%) sock-shop 79.3736343383789 118.02198791503906 58.66338348388672 583.2198486328125 58.36614227294922 105.49029541015625 79.31095886230469 205.34225463867188 128.87307739257812 167.58595275878906 249.52378845214844 165.0984649658203 119.70831298828125 69.93733215332031 26.180709838867188 285.3038635253906
15990 (88.97%) sock-shop 28.403457641601562 288.6618957519531 23.54281997680664 35.04278564453125 154.14007568359375 85.40692138671875 55.1512451171875 190.2689971923828 185.64920043945312 395.7597961425781 132.0080108642578 215.88262939453125 116.74978637695312 233.63388061523438 104.35539245605469 255.3430938720703
150 (100.00%) sock-shop 26.585241317749023 380.90692138671875 50.764984130859375 100.84455871582031 27.251371383666992 50.339351654052734 184.49789428710938 565.114990234375 132.04066467285156 325.3105773925781 182.47158813476562 56.362545013427734 145.5244598388672 187.3831787109375 50.863807678222656 33.73789596557617
2958 (6.86%) sock-shop 82.60211944580078 80.30427551269531 32.16816711425781 136.1458740234375 63.44781494140625 329.8006591796875 82.3050537109375 76.0281982421875 134.76992797851562 49.75967025756836 59.700653076171875 452.80718994140625 202.02406311035156 451.99627685546875 142.98220825195312 123.15788269042969
12486 (1.41%) sock-shop 108.76729583740234 688.9868774414062 15.761423110961914 44.764034271240234 121.26119232177734 332.9259338378906 323.06103515625 117.4075698852539 51.67656707763672 251.8176727294922 75.30744934082031 53.18668746948242 72.00767517089844 76.34088134765625 32.1573486328125 134.5703582763672
10910 (1.27%) sock-shop 22.25560760498047 74.84263610839844 255.6521453857422 116.54553985595703 110.19776153564453 392.37847900390625 105.56156921386719 114.78765869140625 60.69180679321289 78.51969909667969 44.69855499267578 397.8656005859375 157.26934814453125 72.66970825195312 43.67321014404297 452.3906555175781
